Recall,NFS,SU,MacroF1,Acc
-0.99718404,0.5,-0.6616245,-0.99706012,-0.99706679
-0.99567996,0.60483871,-0.7739996,-0.99547778,-0.99548736
-0.99739891,0.63709677,-0.79997424,-0.99728621,-0.99729242
-1.,0.23387097,-0.35657071,-1.,-1.
-0.99718404,0.51612903,-0.67867554,-0.99706012,-0.99706679
-0.99632457,0.63709677,-0.80806499,-0.99615587,-0.99616426
-0.99632457,0.64516129,-0.81747073,-0.99615587,-0.99616426
-0.99911786,0.34677419,-0.49173905,-0.99909524,-0.99909747
-0.99933273,0.38709677,-0.53575894,-0.99932142,-0.9993231
-0.99933273,0.39516129,-0.54541044,-0.99932142,-0.9993231
-0.9995476,0.26612903,-0.40175715,-0.9995476,-0.99954874
-0.99890299,0.27419355,-0.40797634,-0.99886908,-0.99887184
-0.99957026,0.30645161,-0.4313728,-0.99954762,-0.99954874
-0.99761378,0.51612903,-0.67883295,-0.9975123,-0.99751805
-0.99890299,0.33064516,-0.47358253,-0.99886908,-0.99887184
-0.99718404,0.61290323,-0.782097,-0.99706012,-0.99706679
-0.99890299,0.43548387,-0.59122769,-0.99886908,-0.99887184
-0.99890299,0.40322581,-0.55450203,-0.99886908,-0.99887184
-0.99911786,0.35483871,-0.49409333,-0.99909524,-0.99909747
-0.99978513,0.2016129,-0.31466081,-0.99977381,-0.99977437
-0.99914052,0.37096774,-0.51279049,-0.99909528,-0.99909747
-0.99739891,0.65322581,-0.8183548,-0.99728621,-0.99729242
-0.99849592,0.47580645,-0.62322583,-0.99841685,-0.99842058
-0.99675431,0.64516129,-0.80833668,-0.99660798,-0.99661552
-0.99696917,0.46774194,-0.6264782,-0.99683405,-0.99684116
-0.99933273,0.31451613,-0.45615258,-0.99932142,-0.9993231
-0.9995476,0.29032258,-0.42798549,-0.9995476,-0.99954874
-0.99976247,0.26612903,-0.39843262,-0.9997738,-0.99977437
-0.99890299,0.38709677,-0.53587845,-0.99886908,-0.99887184
-0.99978513,0.25,-0.37717024,-0.99977381,-0.99977437
-0.99718404,0.62903226,-0.79085885,-0.99706012,-0.99706679
